Lisina
Asparagina
Lisina
Asparagina
Isoleucina
Isoleucina
Metionina
Isoleucina
Arginina
Serina
Arginina
Serina
Treonina
Treonina
Treonina
Treonina
STOP
Tirosina
STOP
Tirosina
Leucina
Fenilalanina
Leucina
Fenilalanina
STOP
Cisteína
Triptófano
Cisteína
Serina
Serina
Serina
Serina
Ácido glutámico
Ácido aspártico
Ácido glutámico
Ácido aspártico
Valina
Valina
Valina
Valina
Glicina
Glicina
Glicina
Glicina
Alanina
Alanina
Alanina
Alanina
Ácido glutámico
Histidina
Ácido glutámico
Histidina
Leucina
Leucina
Leucina
Leucina
Arginina
Arginina
Arginina
Arginina
Prolina
Prolina
Prolina
Prolina
